timestamp,zone_id,ambient_light_lux,motion_detected,temperature_celsius,occupancy_count,day_of_week,time_of_day,weather_condition,special_event_flag,energy_price_per_kwh,prev_hour_energy_usage_kwh,traffic_density,avg_pedestrian_speed,adjusted_light_intensity,energy_consumption_kwh,lighting_action_class
2024-06-27 19:17:00,10,229.13,1,15.0,13,Thursday,Evening,Cloudy,0,4.38,1.24,22.9,3.54,96.07,1.939,1
2024-06-27 20:01:00,2,0.0,1,30.92,15,Thursday,Evening,Clear,0,4.52,3.09,24.0,3.27,77.96,2.255,1
2024-06-27 20:45:00,8,0.0,1,17.28,7,Thursday,Evening,Clear,0,4.9,2.86,7.9,3.08,83.89,1.703,1
2024-06-27 21:29:00,12,0.0,0,12.64,10,Thursday,Night,Clear,0,3.64,1.99,21.4,3.71,100.0,2.231,1
2024-06-27 22:13:00,10,228.99,0,17.44,15,Thursday,Night,Clear,0,5.1,3.2,26.8,1.65,91.47,2.183,1
2024-06-27 22:56:00,5,0.0,0,21.13,3,Thursday,Night,Clear,0,4.04,0.3,5.1,3.09,69.86,1.351,1
2024-06-27 23:40:00,7,0.0,0,31.86,7,Thursday,Night,Clear,0,4.82,1.48,28.8,1.16,95.7,2.064,1
2024-06-28 00:24:00,10,0.0,0,27.65,9,Friday,Night,Foggy,0,6.63,4.27,22.1,2.55,95.45,1.89,1
2024-06-28 01:08:00,8,491.86,0,27.49,2,Friday,Night,Clear,0,6.91,0.0,17.3,4.26,61.19,1.656,0
2024-06-28 01:52:00,11,764.98,0,22.45,5,Friday,Night,Clear,0,5.48,0.57,28.0,1.82,43.33,1.162,0
2024-06-28 02:35:00,8,0.0,0,25.66,9,Friday,Night,Clear,0,5.57,0.88,21.5,1.94,75.47,1.872,1
2024-06-28 03:19:00,10,118.97,0,18.32,4,Friday,Night,Clear,0,5.61,0.0,9.0,1.97,73.75,1.611,1
2024-06-28 04:03:00,1,111.7,0,22.44,4,Friday,Night,Rainy,0,5.78,1.33,20.8,1.91,76.03,1.468,1
2024-06-28 04:47:00,8,488.64,0,22.98,11,Friday,Night,Rainy,0,5.79,1.02,20.3,3.93,85.69,1.934,1
2024-06-28 05:31:00,12,211.16,0,27.02,14,Friday,Night,Cloudy,0,6.6,0.0,19.5,2.62,84.01,1.882,1
2024-06-28 06:14:00,11,7096.64,0,21.4,4,Friday,Morning,Foggy,0,5.56,6.38,1.6,3.69,38.05,0.935,0
2024-06-28 06:58:00,10,7527.19,0,13.26,5,Friday,Morning,Clear,0,7.64,5.67,21.6,2.66,53.58,1.179,0
2024-06-28 07:42:00,9,7176.04,1,26.72,10,Friday,Morning,Clear,0,6.43,2.51,20.6,3.67,84.35,2.002,1
2024-06-28 08:26:00,4,4651.35,0,32.14,7,Friday,Morning,Clear,0,6.59,0.0,19.5,3.53,28.09,0.609,0
2024-06-28 09:10:00,8,8010.82,0,18.2,12,Friday,Morning,Clear,0,3.4,3.23,12.7,2.85,46.1,0.89,0
2024-06-28 09:53:00,8,8944.75,0,19.83,11,Friday,Morning,Foggy,0,7.34,6.32,24.7,2.99,77.5,1.309,1
2024-06-28 10:37:00,12,3264.01,0,28.98,9,Friday,Morning,Clear,0,5.4,6.31,28.1,2.96,42.72,0.988,0
2024-06-28 11:21:00,7,5174.34,0,13.57,9,Friday,Morning,Cloudy,0,7.1,1.28,17.3,2.88,40.39,1.055,0
2024-06-28 12:05:00,12,6496.95,1,19.64,20,Friday,Afternoon,Clear,0,4.27,0.0,40.9,5.37,88.1,2.272,1
2024-06-28 12:49:00,9,7491.08,0,29.93,3,Friday,Afternoon,Rainy,0,5.7,2.77,14.2,2.1,40.25,0.585,0
2024-06-28 13:32:00,9,7272.12,0,18.71,1,Friday,Afternoon,Clear,0,5.25,0.71,11.5,1.75,22.1,0.663,2
2024-06-28 14:16:00,10,4766.84,0,24.96,15,Friday,Afternoon,Clear,0,4.12,0.0,28.3,1.47,49.41,1.031,0
2024-06-28 15:00:00,6,6554.43,0,26.47,10,Friday,Afternoon,Clear,0,3.0,1.78,19.5,2.68,49.97,1.16,0
2024-06-28 15:44:00,4,5169.93,0,29.05,3,Friday,Afternoon,Clear,0,3.72,0.0,9.0,1.86,54.36,1.049,0
2024-06-28 16:28:00,6,6063.68,0,36.48,6,Friday,Afternoon,Clear,0,3.89,0.55,18.5,4.7,36.78,0.805,0
2024-06-28 17:11:00,12,8977.42,0,20.44,12,Friday,Evening,Clear,0,3.0,3.57,22.2,3.77,39.61,0.73,2
2024-06-28 17:55:00,4,6285.0,1,26.83,8,Friday,Evening,Clear,0,3.9,0.19,19.5,2.32,76.35,1.435,1
2024-06-28 18:39:00,12,50.41,1,37.35,12,Friday,Evening,Clear,0,3.71,1.65,29.6,2.35,87.65,1.974,1
2024-06-28 19:23:00,10,234.05,1,28.96,24,Friday,Evening,Clear,0,3.08,2.35,49.6,5.68,80.67,2.084,1
2024-06-28 20:07:00,3,105.47,1,16.93,14,Friday,Evening,Cloudy,0,4.35,2.26,45.5,2.62,88.43,1.835,1
2024-06-28 20:50:00,6,377.38,0,21.08,14,Friday,Evening,Clear,0,3.97,5.43,4.9,3.04,62.29,1.267,0
2024-06-28 21:34:00,9,0.0,0,16.04,1,Friday,Night,Foggy,0,3.0,0.64,7.3,3.48,84.15,1.812,1
2024-06-28 22:18:00,12,190.16,0,29.8,5,Friday,Night,Rainy,0,4.61,0.0,23.8,1.23,74.14,1.808,1
2024-06-28 23:02:00,6,0.0,0,38.01,12,Friday,Night,Foggy,0,3.98,3.14,24.7,4.44,92.37,2.161,1
2024-06-28 23:46:00,2,117.75,0,32.69,13,Friday,Night,Cloudy,0,4.86,1.69,28.8,4.79,90.86,2.429,1
2024-06-29 00:30:00,1,163.85,0,26.12,4,Saturday,Night,Clear,0,4.7,2.47,15.1,3.55,89.38,1.908,1
2024-06-29 01:13:00,8,379.93,0,38.03,8,Saturday,Night,Clear,0,4.51,5.88,8.1,2.26,63.72,1.18,0
2024-06-29 01:57:00,12,0.0,1,25.64,11,Saturday,Night,Cloudy,0,4.61,1.56,28.2,3.33,91.09,1.977,1
2024-06-29 02:41:00,11,7.66,0,23.63,14,Saturday,Night,Clear,0,6.07,0.0,48.5,3.93,88.24,1.774,1
2024-06-29 03:25:00,6,159.98,1,18.52,17,Saturday,Night,Cloudy,0,7.1,6.78,34.4,4.1,82.52,2.037,1
2024-06-29 04:09:00,1,0.0,0,36.34,4,Saturday,Night,Cloudy,0,7.28,0.0,1.4,1.95,71.65,1.563,1
2024-06-29 04:52:00,7,49.07,0,23.16,10,Saturday,Night,Clear,0,6.52,2.16,24.4,2.42,92.72,2.29,1
2024-06-29 05:36:00,3,0.0,1,27.89,7,Saturday,Night,Clear,0,7.47,6.12,29.9,3.73,95.1,1.889,1
2024-06-29 06:20:00,7,6255.92,0,32.01,3,Saturday,Morning,Cloudy,0,5.96,0.62,10.9,3.35,46.36,0.958,0
2024-06-29 07:04:00,3,7672.02,1,17.75,6,Saturday,Morning,Cloudy,0,6.72,4.12,21.9,2.97,95.33,1.924,1
2024-06-29 07:48:00,10,8834.46,1,15.36,13,Saturday,Morning,Clear,0,6.09,2.84,32.1,3.23,41.76,0.855,0
2024-06-29 08:31:00,3,6890.99,0,18.41,6,Saturday,Morning,Clear,0,5.83,1.66,14.3,3.92,30.66,0.543,0
2024-06-29 09:15:00,8,6628.48,0,20.48,6,Saturday,Morning,Clear,0,6.23,3.42,3.9,1.37,27.38,0.667,0
2024-06-29 09:59:00,1,7353.52,1,17.41,16,Saturday,Morning,Foggy,0,5.58,2.06,36.5,2.62,88.83,2.138,1
2024-06-29 10:43:00,3,7209.45,0,13.87,1,Saturday,Morning,Clear,0,7.37,4.03,24.1,2.91,23.81,0.036,2
2024-06-29 11:27:00,11,7275.92,1,34.43,13,Saturday,Morning,Cloudy,0,4.91,0.0,30.5,1.56,80.06,1.958,1
2024-06-29 12:10:00,12,8671.52,0,33.34,3,Saturday,Afternoon,Rainy,0,5.59,0.39,13.3,0.84,87.11,1.51,1
2024-06-29 12:54:00,2,6632.7,0,26.09,13,Saturday,Afternoon,Cloudy,0,4.59,0.87,34.9,3.03,44.14,0.96,0
2024-06-29 13:38:00,9,7777.6,0,32.3,4,Saturday,Afternoon,Clear,0,5.68,0.0,10.1,3.51,31.57,0.61,0
2024-06-29 14:22:00,2,4272.79,0,24.05,6,Saturday,Afternoon,Clear,0,5.54,0.0,17.9,3.82,38.97,1.101,2
2024-06-29 15:06:00,9,5341.93,0,21.15,4,Saturday,Afternoon,Clear,0,4.02,0.0,19.8,2.77,46.04,0.859,0
2024-06-29 15:49:00,4,8479.25,1,26.67,10,Saturday,Afternoon,Cloudy,0,5.03,0.97,24.3,4.17,50.21,1.309,0
2024-06-29 16:33:00,10,7896.23,0,28.95,9,Saturday,Afternoon,Cloudy,0,3.57,5.89,23.1,3.0,45.75,1.151,0
2024-06-29 17:17:00,12,7751.25,0,15.11,12,Saturday,Evening,Clear,0,3.47,2.82,31.2,0.0,30.28,0.728,0
2024-06-29 18:01:00,2,164.76,1,31.67,9,Saturday,Evening,Rainy,0,4.76,0.0,21.5,2.83,100.0,2.2,1
2024-06-29 18:45:00,6,76.87,0,24.7,8,Saturday,Evening,Clear,0,3.0,0.0,15.2,3.44,76.43,1.705,1
2024-06-29 19:28:00,10,428.1,1,21.77,9,Saturday,Evening,Clear,0,3.92,4.95,30.5,2.34,68.59,1.382,1
2024-06-29 20:12:00,4,216.79,0,31.06,2,Saturday,Evening,Clear,0,3.13,0.36,13.0,4.81,87.88,1.811,1
2024-06-29 20:56:00,1,276.23,0,28.87,6,Saturday,Evening,Clear,0,3.82,0.92,21.0,3.19,86.5,2.133,1
2024-06-29 21:40:00,12,311.74,0,22.55,12,Saturday,Night,Clear,0,3.97,2.0,33.7,2.22,64.65,1.571,0
2024-06-29 22:24:00,9,0.0,1,24.52,7,Saturday,Night,Clear,0,3.0,2.12,3.3,3.99,71.95,1.117,1
2024-06-29 23:07:00,12,0.0,0,16.64,5,Saturday,Night,Rainy,0,5.81,2.37,0.0,3.53,83.93,2.153,1
2024-06-29 23:51:00,5,249.09,0,30.6,7,Saturday,Night,Rainy,0,5.91,3.9,29.7,1.67,89.54,2.15,1
2024-06-30 00:35:00,11,99.1,0,27.37,9,Sunday,Night,Rainy,0,4.1,0.0,27.6,1.4,71.11,1.382,1
2024-06-30 01:19:00,4,0.0,1,31.21,8,Sunday,Night,Clear,0,5.42,5.67,6.7,1.85,87.71,1.739,1
2024-06-30 02:03:00,7,280.32,0,21.11,10,Sunday,Night,Cloudy,0,3.79,0.0,26.2,2.74,85.87,1.617,1
2024-06-30 02:46:00,6,199.79,0,24.52,18,Sunday,Night,Clear,0,3.51,1.47,37.8,2.44,90.48,2.573,1
2024-06-30 03:30:00,2,0.0,0,21.22,11,Sunday,Night,Rainy,0,5.8,1.33,15.1,3.86,80.3,1.77,1
2024-06-30 04:14:00,4,0.0,0,20.38,2,Sunday,Night,Clear,0,5.85,1.93,3.4,2.3,89.27,1.946,1
2024-06-30 04:58:00,3,0.0,0,23.55,2,Sunday,Night,Foggy,0,7.63,1.45,13.5,3.35,94.33,2.0,1
2024-06-30 05:42:00,11,24.52,0,28.13,5,Sunday,Night,Clear,0,5.75,3.19,17.7,2.38,100.0,2.182,1
2024-06-30 06:25:00,5,7332.05,0,20.84,10,Sunday,Morning,Rainy,0,7.28,4.38,31.8,0.83,98.8,2.217,1
2024-06-30 07:09:00,9,7554.99,1,20.07,10,Sunday,Morning,Clear,0,6.85,0.92,26.6,1.14,43.35,1.256,0
2024-06-30 07:53:00,12,8105.83,0,21.08,12,Sunday,Morning,Clear,0,7.16,3.05,28.6,3.84,44.15,0.82,0
2024-06-30 08:37:00,7,8011.98,0,23.09,5,Sunday,Morning,Clear,0,6.02,2.59,27.0,3.5,35.16,0.747,2
2024-06-30 09:21:00,1,8290.04,0,26.08,8,Sunday,Morning,Cloudy,0,7.56,5.07,6.7,0.64,49.15,0.91,0
2024-06-30 10:04:00,6,7206.04,0,31.01,16,Sunday,Morning,Clear,0,4.16,4.43,29.2,3.41,50.14,0.999,0
2024-06-30 10:48:00,9,4450.63,0,23.45,6,Sunday,Morning,Cloudy,0,5.27,1.49,24.7,2.56,43.47,0.976,0
2024-06-30 11:32:00,3,7955.58,0,24.84,6,Sunday,Morning,Clear,0,6.21,5.21,7.4,3.0,48.79,1.014,0
2024-06-30 12:16:00,8,7353.54,1,31.21,16,Sunday,Afternoon,Clear,0,3.0,2.52,30.8,1.52,89.17,1.593,1
2024-06-30 13:00:00,12,6147.35,0,17.92,10,Sunday,Afternoon,Rainy,0,4.51,0.68,21.4,1.48,75.51,1.985,1
2024-06-30 13:43:00,6,5493.93,0,25.88,8,Sunday,Afternoon,Clear,0,3.82,0.87,22.1,4.04,43.38,1.071,0
2024-06-30 14:27:00,12,8240.34,0,22.47,5,Sunday,Afternoon,Cloudy,0,3.17,0.74,12.5,3.99,54.83,1.352,0
2024-06-30 15:11:00,12,8485.51,0,25.64,9,Sunday,Afternoon,Rainy,0,3.0,3.01,17.6,3.99,84.69,1.764,1
2024-06-30 15:55:00,12,8266.72,0,25.04,7,Sunday,Afternoon,Clear,0,3.08,3.5,20.0,2.68,39.94,1.202,2
2024-06-30 16:39:00,8,8360.0,0,20.73,5,Sunday,Afternoon,Clear,0,3.0,1.39,17.1,1.63,31.87,1.015,0
2024-06-30 17:23:00,2,4764.82,1,21.66,8,Sunday,Evening,Cloudy,0,3.0,2.05,16.4,3.24,81.26,1.66,1
2024-06-30 18:06:00,12,0.0,0,26.94,9,Sunday,Evening,Clear,0,4.51,0.58,21.8,3.55,80.49,1.999,1
2024-06-30 18:50:00,11,100.64,1,24.63,12,Sunday,Evening,Cloudy,0,4.06,0.0,17.3,1.65,72.97,1.912,1
2024-06-30 19:34:00,2,0.0,1,20.3,21,Sunday,Evening,Clear,0,3.0,3.55,39.4,3.35,79.74,1.998,1
2024-06-30 20:18:00,12,0.0,0,23.58,10,Sunday,Evening,Clear,0,4.1,0.0,31.5,1.87,89.63,2.103,1
2024-06-30 21:02:00,1,178.44,1,31.64,6,Sunday,Night,Rainy,0,4.4,0.48,16.8,0.0,100.0,1.885,1
2024-06-30 21:45:00,1,0.0,1,10.55,13,Sunday,Night,Clear,0,5.0,1.11,28.2,3.82,80.12,1.893,1
2024-06-30 22:29:00,2,0.0,0,20.0,13,Sunday,Night,Rainy,0,4.47,1.31,14.2,1.61,87.87,2.069,1
2024-06-30 23:13:00,4,0.0,1,7.81,13,Sunday,Night,Clear,0,4.75,1.62,36.6,4.11,75.36,1.805,1
2024-06-30 23:57:00,9,0.0,0,29.92,2,Sunday,Night,Rainy,0,5.78,2.28,17.3,4.1,84.68,1.766,1
2024-07-01 00:41:00,11,364.82,0,22.13,3,Monday,Night,Clear,0,5.91,3.79,0.0,1.25,56.7,1.144,0
2024-07-01 01:24:00,3,502.44,0,29.76,3,Monday,Night,Clear,0,6.67,0.3,30.7,4.08,36.24,0.864,0
2024-07-01 02:08:00,11,0.0,1,23.12,8,Monday,Night,Clear,0,4.96,3.35,32.6,4.05,83.7,1.845,1
2024-07-01 02:52:00,11,0.0,0,12.22,2,Monday,Night,Rainy,0,4.63,3.33,7.4,2.32,76.27,1.658,1
2024-07-01 03:36:00,3,317.02,1,31.59,11,Monday,Night,Clear,0,6.23,4.39,20.6,2.91,80.75,1.932,1
2024-07-01 04:20:00,1,0.0,0,32.13,5,Monday,Night,Foggy,0,8.56,1.1,17.1,2.03,87.65,1.623,1
2024-07-01 05:03:00,3,306.82,1,26.55,10,Monday,Night,Foggy,0,6.53,2.21,32.9,3.06,81.17,1.587,1
2024-07-01 05:47:00,11,0.0,0,33.78,4,Monday,Night,Clear,0,6.6,0.0,16.8,3.65,75.27,1.339,1
2024-07-01 06:31:00,3,11155.89,0,25.46,8,Monday,Morning,Cloudy,0,7.22,1.2,25.6,4.74,56.25,1.441,0
2024-07-01 07:15:00,8,7403.06,1,20.05,16,Monday,Morning,Cloudy,0,5.48,0.33,31.1,3.02,77.81,1.888,1
2024-07-01 07:59:00,2,7616.97,1,25.45,10,Monday,Morning,Clear,0,6.17,3.05,32.2,3.78,87.22,1.483,1
2024-07-01 08:42:00,12,6939.42,1,29.05,10,Monday,Morning,Clear,0,5.43,1.93,27.0,2.65,87.23,1.916,1
2024-07-01 09:26:00,1,7444.81,1,24.91,10,Monday,Morning,Clear,0,6.14,1.48,20.4,2.77,80.85,1.517,1
2024-07-01 10:10:00,10,6035.86,0,25.66,9,Monday,Morning,Rainy,0,5.15,4.18,17.5,1.86,39.95,0.787,0
2024-07-01 10:54:00,1,9320.87,0,22.75,15,Monday,Morning,Clear,0,7.62,2.53,34.6,3.38,58.84,1.415,0
2024-07-01 11:38:00,1,7566.78,1,29.28,10,Monday,Morning,Clear,0,6.11,3.6,20.5,1.8,83.45,2.199,1
2024-07-01 12:21:00,6,8032.67,0,26.26,4,Monday,Afternoon,Clear,0,5.54,3.0,11.6,3.49,49.27,0.844,0
2024-07-01 13:05:00,2,8512.46,0,22.95,6,Monday,Afternoon,Rainy,0,4.34,5.44,27.0,3.17,36.73,1.065,0
2024-07-01 13:49:00,12,8683.42,0,36.98,10,Monday,Afternoon,Rainy,0,4.9,1.4,33.9,1.59,75.31,1.536,1
2024-07-01 14:33:00,12,9149.28,1,27.52,6,Monday,Afternoon,Clear,0,3.77,0.0,23.6,4.2,41.36,0.805,0
2024-07-01 15:17:00,5,6613.13,0,33.58,9,Monday,Afternoon,Cloudy,0,4.1,3.27,14.7,3.22,45.04,1.268,0
2024-07-01 16:00:00,5,5908.74,0,25.3,5,Monday,Afternoon,Clear,0,4.41,2.93,30.3,2.63,39.41,0.645,0
2024-07-01 16:44:00,8,4206.74,0,16.92,6,Monday,Afternoon,Clear,0,3.66,2.87,31.4,2.76,42.14,0.763,0
2024-07-01 17:28:00,11,6711.87,0,28.08,3,Monday,Evening,Rainy,0,3.27,2.12,21.9,3.7,39.27,0.887,0
2024-07-01 18:12:00,12,89.1,1,19.58,14,Monday,Evening,Rainy,0,3.0,4.76,33.1,1.71,79.58,2.051,1
2024-07-01 18:56:00,11,405.74,0,18.78,8,Monday,Evening,Cloudy,0,3.66,2.13,24.9,4.9,57.83,1.358,0
2024-07-01 19:39:00,1,0.0,1,20.83,14,Monday,Evening,Rainy,0,3.37,4.42,24.8,2.91,92.37,2.124,1
2024-07-01 20:23:00,11,0.0,0,31.81,4,Monday,Evening,Rainy,0,3.94,3.38,32.0,1.24,97.22,2.184,1
2024-07-01 21:07:00,12,109.88,0,31.67,7,Monday,Night,Clear,0,3.1,5.23,32.8,3.01,87.56,1.789,1
2024-07-01 21:51:00,1,0.0,0,24.84,3,Monday,Night,Clear,0,3.81,4.92,8.6,2.8,86.09,1.79,1
2024-07-01 22:35:00,10,263.62,0,19.3,2,Monday,Night,Clear,0,4.52,3.56,9.2,2.06,80.56,1.74,1
2024-07-01 23:18:00,1,209.32,0,23.38,4,Monday,Night,Clear,0,5.48,2.22,13.8,1.9,63.02,1.522,1
2024-07-02 00:02:00,2,671.87,0,30.06,9,Tuesday,Night,Clear,0,5.16,0.0,27.8,1.27,55.24,1.313,0
2024-07-02 00:46:00,6,298.36,0,25.35,6,Tuesday,Night,Clear,0,5.33,2.43,20.9,2.47,89.22,2.226,1
2024-07-02 01:30:00,11,132.74,0,31.79,1,Tuesday,Night,Cloudy,0,4.76,0.0,6.6,4.38,92.15,2.078,1
2024-07-02 02:14:00,2,0.0,0,23.61,11,Tuesday,Night,Cloudy,0,6.54,2.6,20.8,2.83,83.6,1.978,1
2024-07-02 02:57:00,8,463.13,0,23.97,6,Tuesday,Night,Clear,0,6.24,3.37,20.9,5.45,69.9,1.511,0
2024-07-02 03:41:00,3,248.25,0,19.36,3,Tuesday,Night,Rainy,0,6.77,0.36,15.5,4.82,80.55,1.532,1
2024-07-02 04:25:00,3,105.17,0,16.93,5,Tuesday,Night,Clear,0,6.0,1.88,18.7,1.03,95.55,2.099,1
2024-07-02 05:09:00,1,372.8,0,31.85,6,Tuesday,Night,Rainy,0,6.57,5.36,17.9,3.5,86.65,1.94,1
2024-07-02 05:53:00,8,0.0,0,28.76,8,Tuesday,Night,Clear,0,7.7,1.4,19.2,2.9,75.16,1.331,1
2024-07-02 06:36:00,7,6410.61,1,27.4,10,Tuesday,Morning,Clear,0,6.93,0.85,23.2,4.92,38.13,0.56,0
2024-07-02 07:20:00,5,7481.19,0,37.85,5,Tuesday,Morning,Clear,0,4.66,3.97,18.2,1.68,82.03,1.804,1
2024-07-02 08:04:00,12,7099.18,0,22.72,12,Tuesday,Morning,Clear,0,7.45,3.54,32.4,4.16,22.38,0.181,2
2024-07-02 08:48:00,7,7082.39,0,24.19,10,Tuesday,Morning,Rainy,0,5.55,3.03,20.4,1.97,52.67,1.145,0
2024-07-02 09:32:00,11,7957.88,1,28.28,9,Tuesday,Morning,Clear,0,6.02,1.98,23.7,4.49,91.08,1.79,1
2024-07-02 10:16:00,3,8444.63,1,29.47,13,Tuesday,Morning,Clear,0,6.54,0.36,23.2,3.4,46.5,1.348,0
2024-07-02 10:59:00,3,8754.14,0,29.54,7,Tuesday,Morning,Cloudy,0,5.96,0.12,21.3,3.13,41.79,1.253,0
2024-07-02 11:43:00,3,5728.25,0,24.61,3,Tuesday,Morning,Clear,0,4.82,1.7,14.4,2.65,45.23,0.958,0
2024-07-02 12:27:00,11,8325.14,0,23.89,6,Tuesday,Afternoon,Clear,0,4.66,1.51,5.7,4.52,41.59,0.769,0
2024-07-02 13:11:00,1,5600.34,0,21.55,5,Tuesday,Afternoon,Cloudy,0,5.14,1.73,17.3,2.74,27.27,1.046,0
2024-07-02 13:55:00,11,7638.5,1,11.37,7,Tuesday,Afternoon,Cloudy,0,4.6,0.0,23.4,2.36,87.91,1.86,1
2024-07-02 14:38:00,12,7433.0,0,6.69,7,Tuesday,Afternoon,Clear,0,4.54,3.89,25.0,3.59,20.78,0.389,2
2024-07-02 15:22:00,10,7395.43,0,27.3,11,Tuesday,Afternoon,Clear,0,3.32,4.58,30.6,2.96,31.75,0.598,0
2024-07-02 16:06:00,11,6190.47,0,26.06,8,Tuesday,Afternoon,Cloudy,0,3.0,0.94,16.6,3.05,43.99,0.755,0
2024-07-02 16:50:00,4,6953.91,0,21.81,7,Tuesday,Afternoon,Clear,0,4.12,4.8,23.7,2.31,49.99,1.284,0
2024-07-02 17:34:00,12,4978.06,0,20.05,14,Tuesday,Evening,Cloudy,0,4.08,2.63,39.1,1.86,39.3,1.117,0
2024-07-02 18:17:00,5,479.86,0,27.65,4,Tuesday,Evening,Clear,0,5.9,0.0,2.0,1.49,78.35,2.013,0
2024-07-02 19:01:00,2,0.0,1,16.71,15,Tuesday,Evening,Rainy,0,3.52,2.15,28.7,0.27,80.96,1.94,1
2024-07-02 19:45:00,6,80.05,1,24.4,20,Tuesday,Evening,Clear,0,3.0,1.32,39.8,6.0,96.99,2.583,1
2024-07-02 20:29:00,3,345.6,1,22.37,11,Tuesday,Evening,Cloudy,0,4.83,2.05,26.0,2.1,81.64,1.673,1
2024-07-02 21:13:00,1,168.87,1,22.48,12,Tuesday,Night,Clear,0,4.39,0.0,14.6,3.7,86.91,2.003,1
2024-07-02 21:56:00,5,403.18,0,19.67,4,Tuesday,Night,Clear,0,4.42,2.96,12.9,1.54,62.49,1.315,0
2024-07-02 22:40:00,6,0.0,0,27.13,4,Tuesday,Night,Clear,0,4.14,4.22,8.5,2.34,82.88,1.744,1
2024-07-02 23:24:00,10,228.02,0,18.63,7,Tuesday,Night,Clear,0,3.72,3.71,22.1,4.17,67.44,1.591,1
2024-07-03 00:08:00,6,52.12,0,25.28,16,Wednesday,Night,Rainy,0,5.01,2.87,38.1,2.62,86.17,1.869,1
2024-07-03 00:52:00,10,296.88,1,26.36,10,Wednesday,Night,Cloudy,0,4.65,3.66,28.9,2.7,86.15,1.917,1
2024-07-03 01:35:00,4,305.24,1,38.55,8,Wednesday,Night,Cloudy,0,5.48,2.46,11.4,3.04,58.33,1.469,0
2024-07-03 02:19:00,9,304.78,0,25.92,3,Wednesday,Night,Cloudy,0,4.95,0.0,12.5,4.97,21.61,0.535,2
2024-07-03 03:03:00,10,0.0,0,18.8,11,Wednesday,Night,Clear,0,6.68,1.56,22.1,3.56,93.41,2.266,1
2024-07-03 03:47:00,10,0.0,1,24.32,24,Wednesday,Night,Clear,0,6.47,4.06,51.5,4.31,100.0,2.409,1
2024-07-03 04:31:00,5,281.29,0,29.71,4,Wednesday,Night,Clear,0,6.2,0.29,22.0,4.83,80.6,1.805,1
2024-07-03 05:14:00,10,0.0,1,22.96,20,Wednesday,Night,Clear,0,6.22,3.73,43.3,5.17,89.19,2.064,1
2024-07-03 05:58:00,4,249.85,1,22.3,8,Wednesday,Night,Clear,0,4.93,6.91,23.7,2.25,81.57,2.015,1
2024-07-03 06:42:00,7,7524.0,0,16.33,5,Wednesday,Morning,Clear,0,6.37,3.07,16.1,4.35,44.43,0.821,0
2024-07-03 07:26:00,3,7288.95,0,36.41,6,Wednesday,Morning,Clear,0,4.88,1.13,13.4,2.32,35.73,0.677,0
2024-07-03 08:10:00,5,6558.38,0,19.88,5,Wednesday,Morning,Clear,0,6.37,4.55,16.3,3.48,51.19,1.578,0
2024-07-03 08:53:00,8,7255.7,1,22.93,14,Wednesday,Morning,Cloudy,0,6.44,3.63,21.6,4.15,91.69,1.988,1
2024-07-03 09:37:00,9,10264.54,0,28.08,4,Wednesday,Morning,Cloudy,0,5.03,3.17,20.6,2.31,31.32,1.028,0
2024-07-03 10:21:00,5,7434.19,1,41.38,7,Wednesday,Morning,Cloudy,0,5.3,3.8,18.8,2.59,47.15,1.083,0
2024-07-03 11:05:00,7,9736.63,0,21.65,5,Wednesday,Morning,Rainy,0,5.43,1.11,13.6,3.03,88.82,2.287,1
2024-07-03 11:49:00,12,7304.5,0,24.52,14,Wednesday,Morning,Clear,0,5.86,4.02,24.5,2.36,65.8,1.503,1
2024-07-03 12:32:00,7,5926.05,0,27.73,14,Wednesday,Afternoon,Clear,0,5.97,2.58,44.7,3.32,48.2,1.088,0
2024-07-03 13:16:00,2,5742.1,0,34.86,17,Wednesday,Afternoon,Cloudy,1,3.61,1.91,19.6,3.08,79.5,1.804,1
2024-07-03 14:00:00,10,6029.1,0,33.68,5,Wednesday,Afternoon,Rainy,0,3.51,0.41,2.9,2.82,89.13,1.613,1
2024-07-03 14:44:00,6,4247.79,1,27.97,13,Wednesday,Afternoon,Cloudy,0,3.66,2.32,29.7,1.5,83.21,1.783,1
2024-07-03 15:28:00,5,9542.59,0,29.08,9,Wednesday,Afternoon,Clear,0,3.01,0.0,16.1,2.58,38.64,0.908,0
2024-07-03 16:11:00,9,3881.6,0,23.78,1,Wednesday,Afternoon,Rainy,0,3.7,4.23,14.3,1.88,91.1,1.819,1
2024-07-03 16:55:00,7,7633.03,0,34.64,3,Wednesday,Afternoon,Cloudy,0,3.0,4.76,17.2,2.54,47.72,0.903,0
2024-07-03 17:39:00,2,6155.7,0,27.73,11,Wednesday,Evening,Clear,0,3.0,5.55,21.5,1.96,42.6,1.376,0
2024-07-03 18:23:00,7,155.89,1,20.3,12,Wednesday,Evening,Cloudy,0,3.02,0.25,29.4,3.41,92.07,2.224,1
2024-07-03 19:07:00,4,0.0,1,29.85,13,Wednesday,Evening,Clear,0,3.38,2.63,34.5,4.0,83.91,1.889,1
2024-07-03 19:50:00,3,236.19,1,20.29,11,Wednesday,Evening,Clear,0,3.0,4.23,19.2,2.76,97.29,1.963,1
2024-07-03 20:34:00,3,0.0,0,27.88,2,Wednesday,Evening,Clear,0,3.69,2.54,18.2,4.32,92.58,1.865,1
